"experiment_name","assay_plate_number","assay_well","assay_time_hours","od600","assay_strain","stock_b12_conc","stock_met_conc","stock_volume_added","assay_volume_added","bio_replicate","tech_replicate","bacteria_strain_id","sample_treatment","assay_type","b12_conc_ngl","met_conc_mgl","assay_dilution","adjusted_b12_conc_ngl","log_b12_pgl","fluorescence","log_fluorescence"
"b12_assay_4","1","G18",23,0.042,"metE",13.1072,0,3,97,1,1,"JW50603","boil_then_filter","E. coli OD600",0.393216,0.037,0.03,0.393216,5.97435907920504,NA,NA
"b12_assay_4","1","G19",23,0.044,"metE",5.24288,0,10,90,1,1,"JW50603","boil_then_filter","E. coli OD600",0.524288,0.037,0.1,0.524288,6.26204115165682,NA,NA
"b12_assay_4","1","G2",23,0.765,"metE",20000,0,3,97,1,1,"JW50603","boil_then_filter","E. coli OD600",600,0.037,0.03,600,13.3046849341983,NA,NA
"b12_assay_4","1","G20",23,0.039,"metE",5.24288,0,3,97,1,1,"JW50603","boil_then_filter","E. coli OD600",0.1572864,0.037,0.03,0.1572864,5.05806834733089,NA,NA
"b12_assay_4","1","G21",23,0.043,"metE",2.097152,0,10,90,1,1,"JW50603","boil_then_filter","E. coli OD600",0.2097152,0.037,0.1,0.2097152,5.34575041978267,NA,NA
"b12_assay_4","1","G22",23,0.036,"metE",2.097152,0,3,97,1,1,"JW50603","boil_then_filter","E. coli OD600",0.06291456,0.037,0.03,0.06291456,4.14177761545673,NA,NA
"b12_assay_4","1","G23",23,0.049,"metE",0,0,10,90,1,1,"JW50603","boil_then_filter","E. coli OD600",0,0.037,0.1,0,-Inf,NA,NA
"b12_assay_4","1","G24",23,0.046,"metE",0,0,3,97,1,1,"JW50603","boil_then_filter","E. coli OD600",0,0.037,0.03,0,-Inf,NA,NA
"b12_assay_4","1","G3",23,0.702,"metE",8000,0,10,90,1,1,"JW50603","boil_then_filter","E. coli OD600",800,0.037,0.1,800,13.5923670066501,NA,NA
"b12_assay_4","1","G4",23,0.588,"metE",8000,0,3,97,1,1,"JW50603","boil_then_filter","E. coli OD600",240,0.037,0.03,240,12.3883942023241,NA,NA
"b12_assay_4","1","G5",23,0.602,"metE",3200,0,10,90,1,1,"JW50603","boil_then_filter","E. coli OD600",320,0.037,0.1,320,12.6760762747759,NA,NA
"b12_assay_4","1","G6",23,0.482,"metE",3200,0,3,97,1,1,"JW50603","boil_then_filter","E. coli OD600",96,0.037,0.03,96,11.47210347045,NA,NA
"b12_assay_4","1","G7",23,0.665,"metE",1280,0,10,90,1,1,"JW50603","boil_then_filter","E. coli OD600",128,0.037,0.1,128,11.7597855429018,NA,NA
"b12_assay_4","1","G8",23,0.493,"metE",1280,0,3,97,1,1,"JW50603","boil_then_filter","E. coli OD600",38.4,0.037,0.03,38.4,10.5558127385758,NA,NA
"b12_assay_4","1","G9",23,0.427,"metE",512,0,10,90,1,1,"JW50603","boil_then_filter","E. coli OD600",51.2,0.037,0.1,51.2,10.8434948110276,NA,NA
"b12_assay_4","1","H1",23,0.76,"metE",20000,0,10,90,1,1,"OTU4908","boil_then_filter","E. coli OD600",2000,0.037,0.1,2000,14.5086577385242,NA,NA
"b12_assay_4","1","H10",23,0.074,"metE",512,0,3,97,1,1,"OTU4908","boil_then_filter","E. coli OD600",15.36,0.037,0.03,15.36,9.63952200670166,NA,NA
"b12_assay_4","1","H11",23,0.163,"metE",204.8,0,10,90,1,1,"OTU4908","boil_then_filter","E. coli OD600",20.48,0.037,0.1,20.48,9.92720407915344,NA,NA
"b12_assay_4","1","H12",23,0.055,"metE",204.8,0,3,97,1,1,"OTU4908","boil_then_filter","E. coli OD600",6.144,0.037,0.03,6.144,8.72323127482751,NA,NA
"b12_assay_4","1","H13",23,0.055,"metE",81.92,0,10,90,1,1,"OTU4908","boil_then_filter","E. coli OD600",8.192,0.037,0.1,8.192,9.01091334727929,NA,NA
"b12_assay_4","1","H14",23,0.045,"metE",81.92,0,3,97,1,1,"OTU4908","boil_then_filter","E. coli OD600",2.4576,0.037,0.03,2.4576,7.80694054295335,NA,NA
"b12_assay_4","1","H15",23,0.04,"metE",32.768,0,10,90,1,1,"OTU4908","boil_then_filter","E. coli OD600",3.2768,0.037,0.1,3.2768,8.09462261540513,NA,NA
"b12_assay_4","1","H16",23,0.038,"metE",32.768,0,3,97,1,1,"OTU4908","boil_then_filter","E. coli OD600",0.98304,0.037,0.03,0.98304,6.8906498110792,NA,NA
"b12_assay_4","1","H17",23,0.04,"metE",13.1072,0,10,90,1,1,"OTU4908","boil_then_filter","E. coli OD600",1.31072,0.037,0.1,1.31072,7.17833188353098,NA,NA
"b12_assay_4","1","H18",23,0.036,"metE",13.1072,0,3,97,1,1,"OTU4908","boil_then_filter","E. coli OD600",0.393216,0.037,0.03,0.393216,5.97435907920504,NA,NA
"b12_assay_4","1","H19",23,0.041,"metE",5.24288,0,10,90,1,1,"OTU4908","boil_then_filter","E. coli OD600",0.524288,0.037,0.1,0.524288,6.26204115165682,NA,NA
"b12_assay_4","1","H2",23,0.702,"metE",20000,0,3,97,1,1,"OTU4908","boil_then_filter","E. coli OD600",600,0.037,0.03,600,13.3046849341983,NA,NA
"b12_assay_4","1","H20",23,0.036,"metE",5.24288,0,3,97,1,1,"OTU4908","boil_then_filter","E. coli OD600",0.1572864,0.037,0.03,0.1572864,5.05806834733089,NA,NA
"b12_assay_4","1","H21",23,0.041,"metE",2.097152,0,10,90,1,1,"OTU4908","boil_then_filter","E. coli OD600",0.2097152,0.037,0.1,0.2097152,5.34575041978267,NA,NA
"b12_assay_4","1","H22",23,0.041,"metE",2.097152,0,3,97,1,1,"OTU4908","boil_then_filter","E. coli OD600",0.06291456,0.037,0.03,0.06291456,4.14177761545673,NA,NA
"b12_assay_4","1","H23",23,0.041,"metE",0,0,10,90,1,1,"OTU4908","boil_then_filter","E. coli OD600",0,0.037,0.1,0,-Inf,NA,NA
"b12_assay_4","1","H24",23,0.037,"metE",0,0,3,97,1,1,"OTU4908","boil_then_filter","E. coli OD600",0,0.037,0.03,0,-Inf,NA,NA
"b12_assay_4","1","H3",23,0.71,"metE",8000,0,10,90,1,1,"OTU4908","boil_then_filter","E. coli OD600",800,0.037,0.1,800,13.5923670066501,NA,NA
"b12_assay_4","1","H4",23,0.547,"metE",8000,0,3,97,1,1,"OTU4908","boil_then_filter","E. coli OD600",240,0.037,0.03,240,12.3883942023241,NA,NA
"b12_assay_4","1","H5",23,0.637,"metE",3200,0,10,90,1,1,"OTU4908","boil_then_filter","E. coli OD600",320,0.037,0.1,320,12.6760762747759,NA,NA
"b12_assay_4","1","H6",23,0.583,"metE",3200,0,3,97,1,1,"OTU4908","boil_then_filter","E. coli OD600",96,0.037,0.03,96,11.47210347045,NA,NA
"b12_assay_4","1","H7",23,0.693,"metE",1280,0,10,90,1,1,"OTU4908","boil_then_filter","E. coli OD600",128,0.037,0.1,128,11.7597855429018,NA,NA
"b12_assay_4","1","H8",23,0.542,"metE",1280,0,3,97,1,1,"OTU4908","boil_then_filter","E. coli OD600",38.4,0.037,0.03,38.4,10.5558127385758,NA,NA
"b12_assay_4","1","H9",23,0.439,"metE",512,0,10,90,1,1,"OTU4908","boil_then_filter","E. coli OD600",51.2,0.037,0.1,51.2,10.8434948110276,NA,NA
"b12_assay_4","1","I1",23,0.041,"metE_metH",20000,0,10,90,1,1,"blank","filter_then_boil","E. coli OD600",2000,0.037,0.1,2000,14.5086577385242,NA,NA
"b12_assay_4","1","I10",23,0.038,"metE_metH",512,0,3,97,1,1,"blank","filter_then_boil","E. coli OD600",15.36,0.037,0.03,15.36,9.63952200670166,NA,NA
"b12_assay_4","1","I11",23,0.037,"metE_metH",204.8,0,10,90,1,1,"blank","filter_then_boil","E. coli OD600",20.48,0.037,0.1,20.48,9.92720407915344,NA,NA
"b12_assay_4","1","I12",23,0.039,"metE_metH",204.8,0,3,97,1,1,"blank","filter_then_boil","E. coli OD600",6.144,0.037,0.03,6.144,8.72323127482751,NA,NA
"b12_assay_4","1","I13",23,0.039,"metE_metH",81.92,0,10,90,1,1,"blank","filter_then_boil","E. coli OD600",8.192,0.037,0.1,8.192,9.01091334727929,NA,NA
"b12_assay_4","1","I14",23,0.038,"metE_metH",81.92,0,3,97,1,1,"blank","filter_then_boil","E. coli OD600",2.4576,0.037,0.03,2.4576,7.80694054295335,NA,NA
"b12_assay_4","1","I15",23,0.042,"metE_metH",32.768,0,10,90,1,1,"blank","filter_then_boil","E. coli OD600",3.2768,0.037,0.1,3.2768,8.09462261540513,NA,NA
"b12_assay_4","1","I16",23,0.038,"metE_metH",32.768,0,3,97,1,1,"blank","filter_then_boil","E. coli OD600",0.98304,0.037,0.03,0.98304,6.8906498110792,NA,NA
"b12_assay_4","1","I17",23,0.038,"metE_metH",13.1072,0,10,90,1,1,"blank","filter_then_boil","E. coli OD600",1.31072,0.037,0.1,1.31072,7.17833188353098,NA,NA
"b12_assay_4","1","I18",23,0.035,"metE_metH",13.1072,0,3,97,1,1,"blank","filter_then_boil","E. coli OD600",0.393216,0.037,0.03,0.393216,5.97435907920504,NA,NA
"b12_assay_4","1","I19",23,0.037,"metE_metH",5.24288,0,10,90,1,1,"blank","filter_then_boil","E. coli OD600",0.524288,0.037,0.1,0.524288,6.26204115165682,NA,NA
"b12_assay_4","1","I2",23,0.041,"metE_metH",20000,0,3,97,1,1,"blank","filter_then_boil","E. coli OD600",600,0.037,0.03,600,13.3046849341983,NA,NA
"b12_assay_4","1","I20",23,0.038,"metE_metH",5.24288,0,3,97,1,1,"blank","filter_then_boil","E. coli OD600",0.1572864,0.037,0.03,0.1572864,5.05806834733089,NA,NA
"b12_assay_4","1","I21",23,0.041,"metE_metH",2.097152,0,10,90,1,1,"blank","filter_then_boil","E. coli OD600",0.2097152,0.037,0.1,0.2097152,5.34575041978267,NA,NA
"b12_assay_4","1","I22",23,0.042,"metE_metH",2.097152,0,3,97,1,1,"blank","filter_then_boil","E. coli OD600",0.06291456,0.037,0.03,0.06291456,4.14177761545673,NA,NA
"b12_assay_4","1","I23",23,0.038,"metE_metH",0,0,10,90,1,1,"blank","filter_then_boil","E. coli OD600",0,0.037,0.1,0,-Inf,NA,NA
"b12_assay_4","1","I24",23,0.039,"metE_metH",0,0,3,97,1,1,"blank","filter_then_boil","E. coli OD600",0,0.037,0.03,0,-Inf,NA,NA
"b12_assay_4","1","I3",23,0.037,"metE_metH",8000,0,10,90,1,1,"blank","filter_then_boil","E. coli OD600",800,0.037,0.1,800,13.5923670066501,NA,NA
"b12_assay_4","1","I4",23,0.038,"metE_metH",8000,0,3,97,1,1,"blank","filter_then_boil","E. coli OD600",240,0.037,0.03,240,12.3883942023241,NA,NA
"b12_assay_4","1","I5",23,0.043,"metE_metH",3200,0,10,90,1,1,"blank","filter_then_boil","E. coli OD600",320,0.037,0.1,320,12.6760762747759,NA,NA
"b12_assay_4","1","I6",23,0.036,"metE_metH",3200,0,3,97,1,1,"blank","filter_then_boil","E. coli OD600",96,0.037,0.03,96,11.47210347045,NA,NA
"b12_assay_4","1","I7",23,0.039,"metE_metH",1280,0,10,90,1,1,"blank","filter_then_boil","E. coli OD600",128,0.037,0.1,128,11.7597855429018,NA,NA
"b12_assay_4","1","I8",23,0.038,"metE_metH",1280,0,3,97,1,1,"blank","filter_then_boil","E. coli OD600",38.4,0.037,0.03,38.4,10.5558127385758,NA,NA
"b12_assay_4","1","I9",23,0.041,"metE_metH",512,0,10,90,1,1,"blank","filter_then_boil","E. coli OD600",51.2,0.037,0.1,51.2,10.8434948110276,NA,NA
"b12_assay_4","1","J1",23,0.04,"metE_metH",20000,0,10,90,1,1,"HTWP4","filter_then_boil","E. coli OD600",2000,0.037,0.1,2000,14.5086577385242,NA,NA
"b12_assay_4","1","J10",23,0.036,"metE_metH",512,0,3,97,1,1,"HTWP4","filter_then_boil","E. coli OD600",15.36,0.037,0.03,15.36,9.63952200670166,NA,NA
"b12_assay_4","1","J11",23,0.035,"metE_metH",204.8,0,10,90,1,1,"HTWP4","filter_then_boil","E. coli OD600",20.48,0.037,0.1,20.48,9.92720407915344,NA,NA
"b12_assay_4","1","J12",23,0.035,"metE_metH",204.8,0,3,97,1,1,"HTWP4","filter_then_boil","E. coli OD600",6.144,0.037,0.03,6.144,8.72323127482751,NA,NA
"b12_assay_4","1","J13",23,0.038,"metE_metH",81.92,0,10,90,1,1,"HTWP4","filter_then_boil","E. coli OD600",8.192,0.037,0.1,8.192,9.01091334727929,NA,NA
"b12_assay_4","1","J14",23,0.034,"metE_metH",81.92,0,3,97,1,1,"HTWP4","filter_then_boil","E. coli OD600",2.4576,0.037,0.03,2.4576,7.80694054295335,NA,NA
"b12_assay_4","1","J15",23,0.039,"metE_metH",32.768,0,10,90,1,1,"HTWP4","filter_then_boil","E. coli OD600",3.2768,0.037,0.1,3.2768,8.09462261540513,NA,NA
"b12_assay_4","1","J16",23,0.035,"metE_metH",32.768,0,3,97,1,1,"HTWP4","filter_then_boil","E. coli OD600",0.98304,0.037,0.03,0.98304,6.8906498110792,NA,NA
"b12_assay_4","1","J17",23,0.036,"metE_metH",13.1072,0,10,90,1,1,"HTWP4","filter_then_boil","E. coli OD600",1.31072,0.037,0.1,1.31072,7.17833188353098,NA,NA
"b12_assay_4","1","J18",23,0.035,"metE_metH",13.1072,0,3,97,1,1,"HTWP4","filter_then_boil","E. coli OD600",0.393216,0.037,0.03,0.393216,5.97435907920504,NA,NA
"b12_assay_4","1","J19",23,0.042,"metE_metH",5.24288,0,10,90,1,1,"HTWP4","filter_then_boil","E. coli OD600",0.524288,0.037,0.1,0.524288,6.26204115165682,NA,NA
"b12_assay_4","1","J2",23,0.039,"metE_metH",20000,0,3,97,1,1,"HTWP4","filter_then_boil","E. coli OD600",600,0.037,0.03,600,13.3046849341983,NA,NA
"b12_assay_4","1","J20",23,0.034,"metE_metH",5.24288,0,3,97,1,1,"HTWP4","filter_then_boil","E. coli OD600",0.1572864,0.037,0.03,0.1572864,5.05806834733089,NA,NA
"b12_assay_4","1","J21",23,0.041,"metE_metH",2.097152,0,10,90,1,1,"HTWP4","filter_then_boil","E. coli OD600",0.2097152,0.037,0.1,0.2097152,5.34575041978267,NA,NA
"b12_assay_4","1","J22",23,0.039,"metE_metH",2.097152,0,3,97,1,1,"HTWP4","filter_then_boil","E. coli OD600",0.06291456,0.037,0.03,0.06291456,4.14177761545673,NA,NA
"b12_assay_4","1","J23",23,0.039,"metE_metH",0,0,10,90,1,1,"HTWP4","filter_then_boil","E. coli OD600",0,0.037,0.1,0,-Inf,NA,NA
"b12_assay_4","1","J24",23,0.034,"metE_metH",0,0,3,97,1,1,"HTWP4","filter_then_boil","E. coli OD600",0,0.037,0.03,0,-Inf,NA,NA
"b12_assay_4","1","J3",23,0.038,"metE_metH",8000,0,10,90,1,1,"HTWP4","filter_then_boil","E. coli OD600",800,0.037,0.1,800,13.5923670066501,NA,NA
"b12_assay_4","1","J4",23,0.032,"metE_metH",8000,0,3,97,1,1,"HTWP4","filter_then_boil","E. coli OD600",240,0.037,0.03,240,12.3883942023241,NA,NA
"b12_assay_4","1","J5",23,0.043,"metE_metH",3200,0,10,90,1,1,"HTWP4","filter_then_boil","E. coli OD600",320,0.037,0.1,320,12.6760762747759,NA,NA
"b12_assay_4","1","J6",23,0.039,"metE_metH",3200,0,3,97,1,1,"HTWP4","filter_then_boil","E. coli OD600",96,0.037,0.03,96,11.47210347045,NA,NA
"b12_assay_4","1","J7",23,0.04,"metE_metH",1280,0,10,90,1,1,"HTWP4","filter_then_boil","E. coli OD600",128,0.037,0.1,128,11.7597855429018,NA,NA
"b12_assay_4","1","J8",23,0.036,"metE_metH",1280,0,3,97,1,1,"HTWP4","filter_then_boil","E. coli OD600",38.4,0.037,0.03,38.4,10.5558127385758,NA,NA
"b12_assay_4","1","J9",23,0.041,"metE_metH",512,0,10,90,1,1,"HTWP4","filter_then_boil","E. coli OD600",51.2,0.037,0.1,51.2,10.8434948110276,NA,NA
"b12_assay_4","1","K1",23,0.044,"metE_metH",20000,0,10,90,1,1,"JW50603","filter_then_boil","E. coli OD600",2000,0.037,0.1,2000,14.5086577385242,NA,NA
"b12_assay_4","1","K10",23,0.039,"metE_metH",512,0,3,97,1,1,"JW50603","filter_then_boil","E. coli OD600",15.36,0.037,0.03,15.36,9.63952200670166,NA,NA
"b12_assay_4","1","K11",23,0.039,"metE_metH",204.8,0,10,90,1,1,"JW50603","filter_then_boil","E. coli OD600",20.48,0.037,0.1,20.48,9.92720407915344,NA,NA
"b12_assay_4","1","K12",23,0.034,"metE_metH",204.8,0,3,97,1,1,"JW50603","filter_then_boil","E. coli OD600",6.144,0.037,0.03,6.144,8.72323127482751,NA,NA
"b12_assay_4","1","K13",23,0.037,"metE_metH",81.92,0,10,90,1,1,"JW50603","filter_then_boil","E. coli OD600",8.192,0.037,0.1,8.192,9.01091334727929,NA,NA
"b12_assay_4","1","K14",23,0.035,"metE_metH",81.92,0,3,97,1,1,"JW50603","filter_then_boil","E. coli OD600",2.4576,0.037,0.03,2.4576,7.80694054295335,NA,NA
"b12_assay_4","1","K15",23,0.038,"metE_metH",32.768,0,10,90,1,1,"JW50603","filter_then_boil","E. coli OD600",3.2768,0.037,0.1,3.2768,8.09462261540513,NA,NA
"b12_assay_4","1","K16",23,0.039,"metE_metH",32.768,0,3,97,1,1,"JW50603","filter_then_boil","E. coli OD600",0.98304,0.037,0.03,0.98304,6.8906498110792,NA,NA
"b12_assay_4","1","K17",23,0.038,"metE_metH",13.1072,0,10,90,1,1,"JW50603","filter_then_boil","E. coli OD600",1.31072,0.037,0.1,1.31072,7.17833188353098,NA,NA
"b12_assay_4","1","K18",23,0.036,"metE_metH",13.1072,0,3,97,1,1,"JW50603","filter_then_boil","E. coli OD600",0.393216,0.037,0.03,0.393216,5.97435907920504,NA,NA
"b12_assay_4","1","K19",23,0.036,"metE_metH",5.24288,0,10,90,1,1,"JW50603","filter_then_boil","E. coli OD600",0.524288,0.037,0.1,0.524288,6.26204115165682,NA,NA
"b12_assay_4","1","K2",23,0.035,"metE_metH",20000,0,3,97,1,1,"JW50603","filter_then_boil","E. coli OD600",600,0.037,0.03,600,13.3046849341983,NA,NA
"b12_assay_4","1","K20",23,0.037,"metE_metH",5.24288,0,3,97,1,1,"JW50603","filter_then_boil","E. coli OD600",0.1572864,0.037,0.03,0.1572864,5.05806834733089,NA,NA
"b12_assay_4","1","K21",23,0.043,"metE_metH",2.097152,0,10,90,1,1,"JW50603","filter_then_boil","E. coli OD600",0.2097152,0.037,0.1,0.2097152,5.34575041978267,NA,NA
"b12_assay_4","1","K22",23,0.039,"metE_metH",2.097152,0,3,97,1,1,"JW50603","filter_then_boil","E. coli OD600",0.06291456,0.037,0.03,0.06291456,4.14177761545673,NA,NA
"b12_assay_4","1","K23",23,0.041,"metE_metH",0,0,10,90,1,1,"JW50603","filter_then_boil","E. coli OD600",0,0.037,0.1,0,-Inf,NA,NA
"b12_assay_4","1","K24",23,0.041,"metE_metH",0,0,3,97,1,1,"JW50603","filter_then_boil","E. coli OD600",0,0.037,0.03,0,-Inf,NA,NA
"b12_assay_4","1","K3",23,0.037,"metE_metH",8000,0,10,90,1,1,"JW50603","filter_then_boil","E. coli OD600",800,0.037,0.1,800,13.5923670066501,NA,NA
"b12_assay_4","1","K4",23,0.037,"metE_metH",8000,0,3,97,1,1,"JW50603","filter_then_boil","E. coli OD600",240,0.037,0.03,240,12.3883942023241,NA,NA
"b12_assay_4","1","K5",23,0.041,"metE_metH",3200,0,10,90,1,1,"JW50603","filter_then_boil","E. coli OD600",320,0.037,0.1,320,12.6760762747759,NA,NA
"b12_assay_4","1","K6",23,0.037,"metE_metH",3200,0,3,97,1,1,"JW50603","filter_then_boil","E. coli OD600",96,0.037,0.03,96,11.47210347045,NA,NA
"b12_assay_4","1","K7",23,0.039,"metE_metH",1280,0,10,90,1,1,"JW50603","filter_then_boil","E. coli OD600",128,0.037,0.1,128,11.7597855429018,NA,NA
"b12_assay_4","1","K8",23,0.039,"metE_metH",1280,0,3,97,1,1,"JW50603","filter_then_boil","E. coli OD600",38.4,0.037,0.03,38.4,10.5558127385758,NA,NA
"b12_assay_4","1","K9",23,0.038,"metE_metH",512,0,10,90,1,1,"JW50603","filter_then_boil","E. coli OD600",51.2,0.037,0.1,51.2,10.8434948110276,NA,NA
"b12_assay_4","1","L1",23,0.039,"metE_metH",20000,0,10,90,1,1,"OTU4908","filter_then_boil","E. coli OD600",2000,0.037,0.1,2000,14.5086577385242,NA,NA
"b12_assay_4","1","L10",23,0.035,"metE_metH",512,0,3,97,1,1,"OTU4908","filter_then_boil","E. coli OD600",15.36,0.037,0.03,15.36,9.63952200670166,NA,NA
"b12_assay_4","1","L11",23,0.036,"metE_metH",204.8,0,10,90,1,1,"OTU4908","filter_then_boil","E. coli OD600",20.48,0.037,0.1,20.48,9.92720407915344,NA,NA
"b12_assay_4","1","L12",23,0.036,"metE_metH",204.8,0,3,97,1,1,"OTU4908","filter_then_boil","E. coli OD600",6.144,0.037,0.03,6.144,8.72323127482751,NA,NA
"b12_assay_4","1","L13",23,0.036,"metE_metH",81.92,0,10,90,1,1,"OTU4908","filter_then_boil","E. coli OD600",8.192,0.037,0.1,8.192,9.01091334727929,NA,NA
"b12_assay_4","1","L14",23,0.036,"metE_metH",81.92,0,3,97,1,1,"OTU4908","filter_then_boil","E. coli OD600",2.4576,0.037,0.03,2.4576,7.80694054295335,NA,NA
"b12_assay_4","1","L15",23,0.038,"metE_metH",32.768,0,10,90,1,1,"OTU4908","filter_then_boil","E. coli OD600",3.2768,0.037,0.1,3.2768,8.09462261540513,NA,NA
"b12_assay_4","1","L16",23,0.037,"metE_metH",32.768,0,3,97,1,1,"OTU4908","filter_then_boil","E. coli OD600",0.98304,0.037,0.03,0.98304,6.8906498110792,NA,NA
"b12_assay_4","1","L17",23,0.034,"metE_metH",13.1072,0,10,90,1,1,"OTU4908","filter_then_boil","E. coli OD600",1.31072,0.037,0.1,1.31072,7.17833188353098,NA,NA
"b12_assay_4","1","L18",23,0.035,"metE_metH",13.1072,0,3,97,1,1,"OTU4908","filter_then_boil","E. coli OD600",0.393216,0.037,0.03,0.393216,5.97435907920504,NA,NA
"b12_assay_4","1","L19",23,0.036,"metE_metH",5.24288,0,10,90,1,1,"OTU4908","filter_then_boil","E. coli OD600",0.524288,0.037,0.1,0.524288,6.26204115165682,NA,NA
"b12_assay_4","1","L2",23,0.037,"metE_metH",20000,0,3,97,1,1,"OTU4908","filter_then_boil","E. coli OD600",600,0.037,0.03,600,13.3046849341983,NA,NA
"b12_assay_4","1","L20",23,0.035,"metE_metH",5.24288,0,3,97,1,1,"OTU4908","filter_then_boil","E. coli OD600",0.1572864,0.037,0.03,0.1572864,5.05806834733089,NA,NA
"b12_assay_4","1","L21",23,0.038,"metE_metH",2.097152,0,10,90,1,1,"OTU4908","filter_then_boil","E. coli OD600",0.2097152,0.037,0.1,0.2097152,5.34575041978267,NA,NA
"b12_assay_4","1","L22",23,0.038,"metE_metH",2.097152,0,3,97,1,1,"OTU4908","filter_then_boil","E. coli OD600",0.06291456,0.037,0.03,0.06291456,4.14177761545673,NA,NA
"b12_assay_4","1","L23",23,0.036,"metE_metH",0,0,10,90,1,1,"OTU4908","filter_then_boil","E. coli OD600",0,0.037,0.1,0,-Inf,NA,NA
"b12_assay_4","1","L24",23,0.037,"metE_metH",0,0,3,97,1,1,"OTU4908","filter_then_boil","E. coli OD600",0,0.037,0.03,0,-Inf,NA,NA
"b12_assay_4","1","L3",23,0.035,"metE_metH",8000,0,10,90,1,1,"OTU4908","filter_then_boil","E. coli OD600",800,0.037,0.1,800,13.5923670066501,NA,NA
"b12_assay_4","1","L4",23,0.036,"metE_metH",8000,0,3,97,1,1,"OTU4908","filter_then_boil","E. coli OD600",240,0.037,0.03,240,12.3883942023241,NA,NA
"b12_assay_4","1","L5",23,0.037,"metE_metH",3200,0,10,90,1,1,"OTU4908","filter_then_boil","E. coli OD600",320,0.037,0.1,320,12.6760762747759,NA,NA
"b12_assay_4","1","L6",23,0.038,"metE_metH",3200,0,3,97,1,1,"OTU4908","filter_then_boil","E. coli OD600",96,0.037,0.03,96,11.47210347045,NA,NA
"b12_assay_4","1","L7",23,0.042,"metE_metH",1280,0,10,90,1,1,"OTU4908","filter_then_boil","E. coli OD600",128,0.037,0.1,128,11.7597855429018,NA,NA
"b12_assay_4","1","L8",23,0.037,"metE_metH",1280,0,3,97,1,1,"OTU4908","filter_then_boil","E. coli OD600",38.4,0.037,0.03,38.4,10.5558127385758,NA,NA
"b12_assay_4","1","L9",23,0.034,"metE_metH",512,0,10,90,1,1,"OTU4908","filter_then_boil","E. coli OD600",51.2,0.037,0.1,51.2,10.8434948110276,NA,NA
"b12_assay_4","1","M1",23,0.04,"metE_metH",20000,0,10,90,1,1,"blank","boil_then_filter","E. coli OD600",2000,0.037,0.1,2000,14.5086577385242,NA,NA
"b12_assay_4","1","M10",23,0.036,"metE_metH",512,0,3,97,1,1,"blank","boil_then_filter","E. coli OD600",15.36,0.037,0.03,15.36,9.63952200670166,NA,NA
"b12_assay_4","1","M11",23,0.037,"metE_metH",204.8,0,10,90,1,1,"blank","boil_then_filter","E. coli OD600",20.48,0.037,0.1,20.48,9.92720407915344,NA,NA
"b12_assay_4","1","M12",23,0.037,"metE_metH",204.8,0,3,97,1,1,"blank","boil_then_filter","E. coli OD600",6.144,0.037,0.03,6.144,8.72323127482751,NA,NA
"b12_assay_4","1","M13",23,0.038,"metE_metH",81.92,0,10,90,1,1,"blank","boil_then_filter","E. coli OD600",8.192,0.037,0.1,8.192,9.01091334727929,NA,NA
"b12_assay_4","1","M14",23,0.035,"metE_metH",81.92,0,3,97,1,1,"blank","boil_then_filter","E. coli OD600",2.4576,0.037,0.03,2.4576,7.80694054295335,NA,NA
"b12_assay_4","1","M15",23,0.042,"metE_metH",32.768,0,10,90,1,1,"blank","boil_then_filter","E. coli OD600",3.2768,0.037,0.1,3.2768,8.09462261540513,NA,NA
"b12_assay_4","1","M16",23,0.038,"metE_metH",32.768,0,3,97,1,1,"blank","boil_then_filter","E. coli OD600",0.98304,0.037,0.03,0.98304,6.8906498110792,NA,NA
"b12_assay_4","1","M17",23,0.042,"metE_metH",13.1072,0,10,90,1,1,"blank","boil_then_filter","E. coli OD600",1.31072,0.037,0.1,1.31072,7.17833188353098,NA,NA
"b12_assay_4","1","M18",23,0.035,"metE_metH",13.1072,0,3,97,1,1,"blank","boil_then_filter","E. coli OD600",0.393216,0.037,0.03,0.393216,5.97435907920504,NA,NA
"b12_assay_4","1","M19",23,0.038,"metE_metH",5.24288,0,10,90,1,1,"blank","boil_then_filter","E. coli OD600",0.524288,0.037,0.1,0.524288,6.26204115165682,NA,NA
"b12_assay_4","1","M2",23,0.038,"metE_metH",20000,0,3,97,1,1,"blank","boil_then_filter","E. coli OD600",600,0.037,0.03,600,13.3046849341983,NA,NA
"b12_assay_4","1","M20",23,0.038,"metE_metH",5.24288,0,3,97,1,1,"blank","boil_then_filter","E. coli OD600",0.1572864,0.037,0.03,0.1572864,5.05806834733089,NA,NA
"b12_assay_4","1","M21",23,0.043,"metE_metH",2.097152,0,10,90,1,1,"blank","boil_then_filter","E. coli OD600",0.2097152,0.037,0.1,0.2097152,5.34575041978267,NA,NA
"b12_assay_4","1","M22",23,0.04,"metE_metH",2.097152,0,3,97,1,1,"blank","boil_then_filter","E. coli OD600",0.06291456,0.037,0.03,0.06291456,4.14177761545673,NA,NA
